,Filename,Genre,Rms,Var,Zero_Crossing_Rate_Mean,Zero_Crossing_Rate_Var,Tempo,Harm_mean,Harm_var,Harm_rms,Perc_mean,Perc_var,Perc_rms,Chroma_mean,Chroma_var,Spec_Centroid_Mean,Spec_Centroid_Var,Spec_Rolloff_Mean,Spec_Rolloff_var,MFCC1_Mean,MFCC1_Var,MFCC2_Mean,MFCC2_Var,MFCC3_Mean,MFCC3_Var,MFCC4_Mean,MFCC4_Var,MFCC5_Mean,MFCC5_Var,MFCC6_Mean,MFCC6_Var,MFCC7_Mean,MFCC7_Var,MFCC8_Mean,MFCC8_Var,MFCC9_Mean,MFCC9_Var,MFCC10_Mean,MFCC10_Var,MFCC11_Mean,MFCC11_Var,MFCC12_Mean,MFCC12_Var,MFCC13_Mean,MFCC13_Var,MFCC14_Mean,MFCC14_Var,MFCC15_Mean,MFCC15_Var,MFCC16_Mean,MFCC16_Var,MFCC17_Mean,MFCC17_Var,MFCC18_Mean,MFCC18_Var,MFCC19_Mean,MFCC19_Var,MFCC20_Mean,MFCC20_Var
10,blues.00010.wav,blues,0.17205934,0.029604414,0.0629588257685614,0.0004415341143935,161.4990234375,-0.00010893131,0.02177115,0.14755054,8.6265085e-05,0.0039730677,0.063032344,0.30140302,0.09556658,1410.0234233871572,205639.17028948263,2765.967419971723,1427723.4149127428,-173.81046,8143.062,137.17355,1082.654,-23.72303,1028.9458,26.979677,495.41827,-16.67521,289.7898,4.1947308,160.0762,-12.571788,150.51718,5.851669,82.44498,-2.8769505,108.58822,-1.178381,65.64737,-1.9682406,55.532143,1.8011796,57.92027,-3.0069501,93.64786,-1.8669492,40.12515,-0.79124355,49.736404,-3.0062358,62.993614,-0.43072957,57.057262,-1.9965144,55.609657,-0.750104,47.180058,-5.0069656,46.47605
11,blues.00011.wav,blues,0.0826061,0.006823768,0.0439305847592807,0.0018957123722602,161.4990234375,4.6169084e-06,0.0050147027,0.07081457,-1.1477748e-05,0.0006338636,0.025176648,0.3664817,0.1001586,1352.7427099786896,511953.35535614414,2880.9110920279877,2932944.116679484,-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.0755,33.66307,344.49414,1.091654,441.21622,14.703699,235.38486,-4.8811417,149.53207,8.668892,189.32147,0.7843313,148.67032,6.57608,114.22454,-4.875815,93.7772,-3.1767612,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.646513,55.497334,-2.9903204,54.537933,-3.3829944,39.835857,-1.858984,46.825733,1.8391857,37.05892,-4.8913555,28.130304
12,blues.00012.wav,blues,0.13500278,0.018225746,0.069095006767208,0.0023805623438264,184.5703125,-4.300942e-06,0.012532266,0.1119476,-5.936125e-05,0.0026331192,0.051313967,0.258249,0.08946364,1360.685601396563,257080.6335946076,2738.8302548578886,953044.8055650129,-207.2383,4575.776,132.82741,666.02277,-15.45408,935.23145,60.980972,330.53262,0.71902615,313.94824,12.4613285,101.10465,1.1633853,107.933075,-1.5329195,111.63531,-17.895847,96.37597,8.360363,94.81139,-2.459651,139.65952,-0.5846392,92.744286,0.37226447,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.530309,69.25321,-9.237473,63.564034,-2.8471038,68.84711,-1.4193834,112.57434,-5.9333534,91.46057
13,blues.00013.wav,blues,0.13038102,0.016999211,0.0514017032820959,0.0012553878208669,107.666015625,-5.6321637e-06,0.012679606,0.112603754,-6.0357346e-05,0.0016058078,0.04007258,0.2696264,0.09230306,1324.527825393412,171556.88427374995,2711.4849187935038,1076354.55766458,-209.80392,1968.6526,124.46476,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159419,69.43244,6.7262187,76.019615,-21.543222,96.41771,10.720835,95.860405,-5.5328465,90.6517,-2.1957276,59.19819,-3.0491858,52.31441,8.643512,71.75554,-0.30701312,68.603455,-0.63291776,88.57952,-2.9335592,97.390205,-1.7062988,104.24756,-1.7673151,88.82407,-7.755139,113.835785
14,blues.00014.wav,blues,0.08494434,0.0072154426,0.0450366758507347,0.0015599708317251,151.99908088235293,-0.00011242832,0.004727469,0.06875668,-0.0002012821,0.0011998451,0.034639373,0.33493486,0.10516172,1171.967431752845,147268.45652200183,2344.9874700913574,877107.628571067,-305.66437,8192.634,113.07102,682.14856,12.107334,1462.7548,45.052197,224.56734,17.734385,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.8956,-7.021587,97.5899,13.646477,76.79964,8.91421,90.02956,1.3037987,62.693882,5.954979,64.317696,8.547473,76.00693,1.1196222,137.01826,0.5982413,67.728806,0.060842704,96.595726,-3.7137508,65.659485,-0.9935343,89.37376,-1.8043829,113.50517
15,blues.00015.wav,blues,0.09660207,0.00933195,0.063701254954563,0.0019409896600481,103.359375,-1.2730362e-05,0.004725014,0.06873873,-9.065944e-05,0.0023355319,0.04832742,0.26993483,0.09484522,1420.4385715704163,199934.38305140223,2930.239280470563,699900.4201592532,-238.51962,4379.6255,120.10219,728.1788,-4.2219477,978.796,42.294594,383.1859,5.923822,298.72183,13.911398,117.38614,5.350524,119.63875,1.8952675,143.87918,-16.928087,89.818855,12.343145,76.23276,3.9388995,81.61115,-1.3966832,60.90996,0.013027808,60.566597,3.585257,89.513954,-4.500639,101.89453,-5.5398455,77.415665,-6.8845096,93.56861,-4.824554,65.70046,1.7439977,78.28548,-1.8783106,131.15253
16,blues.00016.wav,blues,0.09632172,0.009277853,0.0613440611707269,0.0014187982635001,198.76802884615384,-2.516835e-05,0.004506647,0.06713157,-0.00010695358,0.0024170903,0.04916403,0.2945665,0.099329405,1455.0726343994804,152296.79006507568,3010.010388721723,1010269.4971195218,-233.77281,4958.6343,120.66434,561.7591,-3.1640928,1207.2642,39.514828,396.8244,3.8315244,284.47855,18.828156,156.3235,-3.678738,100.44713,4.4254684,111.51865,-14.964929,101.528305,17.571478,102.22183,1.8461249,108.56196,2.5500886,66.5328,-1.2302392,65.06261,8.437056,64.941956,-0.20024775,59.23103,-3.8908296,78.076744,-4.4561353,82.96057,0.011000713,86.014114,1.2948039,83.56266,-2.0984619,100.81558
17,blues.00017.wav,blues,0.10421306,0.010860351,0.0483262489124129,0.0008451654661521,172.265625,-1.1602948e-05,0.006779913,0.082340226,-7.6952754e-05,0.0015226189,0.03902082,0.31716084,0.09744309,1089.005343726756,231672.89148045075,2135.41761075261,1081577.235108431,-245.68724,5196.2563,140.48125,800.162,-2.7912188,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.824234,3.563824,118.55097,0.52286255,93.30116,-16.378489,129.11522,6.6293535,105.230156,7.2584243,96.81719,-4.021235,71.328354,1.601125,72.963554,5.8965745,78.655426,-3.0172145,56.011353,-4.775693,58.363327,-3.0362885,65.715126,-1.9979147,64.91011,-0.049571756,62.9335,-3.9618294,64.81745
18,blues.00018.wav,blues,0.09649464,0.009311161,0.0561417699874323,0.0017222051542408,83.35433467741936,-3.9088914e-05,0.0069280434,0.08323488,-0.00019731458,0.0010559139,0.032495428,0.27076405,0.09802607,1537.49138675598,193154.17271776183,3495.331815998405,1828303.2046714216,-252.48178,2874.1826,104.94516,604.05975,15.296445,661.94025,42.68784,162.72173,6.770452,92.87257,21.611765,117.26866,-1.3111783,73.47131,5.6817455,100.52636,-16.636873,125.60383,12.16935,123.66207,-1.9619532,52.164986,1.9602653,64.75909,-0.89822775,48.760345,7.7623606,71.51196,2.375862,102.00459,1.7791145,93.04837,1.3305403,132.01836,3.6150513,182.26515,4.9066,151.66873,-2.661051,96.47257
19,blues.00019.wav,blues,0.11006495,0.012114258,0.0588860390081206,0.001798326376787,123.046875,-2.6448695e-05,0.006597353,0.081224106,-0.00016505917,0.0025794532,0.050788585,0.26621267,0.10126484,1195.498130741759,249540.78282860623,2235.6144526718385,1207900.6401911664,-236.67947,5576.6396,138.4056,536.2844,-4.9304795,1166.9213,47.6545,311.2415,5.1578503,466.2876,8.887806,91.67842,0.4874058,98.060455,-3.788342,159.00235,-14.984867,77.34832,10.428946,104.500336,-0.3413844,134.52066,0.7833588,80.4702,1.7809838,77.91053,4.2295594,73.61766,-0.47476926,63.299763,-6.104543,80.723236,-5.394643,95.50786,-1.3449991,92.612816,-3.7254624,72.52176,-4.37371,66.93198
20,blues.00020.wav,blues,0.09054869,0.0081990585,0.0525863423240525,0.0006162290796232,135.99917763157896,-5.4715665e-06,0.0045763054,0.067648396,-9.0178626e-05,0.0014828884,0.038508393,0.30788377,0.09493476,1390.3828144597212,103083.25105909236,3006.1467358794957,945931.9719751858,-230.36378,2989.1604,127.07773,397.76837,7.1146965,600.3924,39.767056,176.00688,1.9217218,116.42421,17.410606,100.17703,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15173,13.844725,72.71004,-3.7571108,71.56752,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125072,-6.1670146,60.68846,-6.2006335,49.88816,-4.501897,52.918427,-1.8255956,73.46965,-0.51590997,94.82005,1.5071841,73.84815
21,blues.00021.wav,blues,0.11600701,0.013457618,0.0479074523878576,0.0023313094290948,99.38401442307692,-8.446439e-06,0.00832287,0.09122977,-7.409578e-05,0.0022113537,0.047025084,0.3283895,0.104104176,1046.775126562816,291445.50285080785,1831.2215641313803,1348269.1287348608,-264.67126,6340.7188,138.85434,1001.429,11.167329,1283.5443,48.523926,371.25842,14.904312,248.14607,20.586437,130.0128,3.2061763,119.96546,1.2635794,104.41091,-15.839373,95.395905,15.975112,85.30514,3.358218,79.1454,-1.506641,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.995984,82.1333,-2.4147837,89.51523,-3.6791573,93.94478,0.4992717,119.202965,5.04406,117.73886,-0.7863168,148.49115
22,blues.00022.wav,blues,0.128651,0.016551077,0.0585699590342227,0.0028679686061733,95.703125,-1.2108349e-05,0.0098439315,0.099216595,-5.5320517e-05,0.0031951978,0.056526113,0.30883792,0.09732839,1155.8692569677262,314152.74413988506,2169.63258818518,1331329.4290102238,-233.96312,6504.2466,136.14453,959.72797,3.3066366,1162.9741,48.930626,383.96628,8.705184,304.61374,13.989511,165.40909,5.3627157,105.51817,0.4101892,128.13931,-13.483557,151.98457,16.860369,82.73229,5.134752,114.36248,-2.2307272,77.221436,3.9538214,66.00461,5.3132124,83.296745,0.807943,101.003235,-1.1003897,80.28279,-4.539631,78.61718,-2.4259493,100.40609,3.3244355,119.319336,-0.6058455,143.40132
23,blues.00023.wav,blues,0.1182011,0.013971475,0.0524670098607888,0.0010877847348502,184.5703125,-2.3218212e-05,0.008701689,0.09328284,-0.000114886316,0.0020992793,0.045818042,0.27725402,0.09113551,1210.141390956354,131835.5422071378,2521.982739087877,610051.874210673,-227.2558,4144.4,137.76518,507.1656,-14.502318,1245.1947,63.57536,210.98936,5.6017485,152.54594,11.988768,93.58656,1.8891491,102.561775,-1.8709356,87.26914,-7.618035,97.51639,-2.4516425,97.63352,-2.8980217,104.15346,-9.433825,87.927345,-10.939208,115.71939,3.563646,68.92532,4.152738,77.30341,0.094712116,45.212196,-2.9802275,66.850204,-1.3866447,82.50899,7.5348935,93.42404,-3.043785,74.07117
24,blues.00024.wav,blues,0.100358814,0.010071877,0.0472760477088167,0.0010789939313289,103.359375,-1.0099604e-05,0.0065561477,0.08097004,-0.000102504055,0.0017136885,0.04139685,0.26487303,0.10250427,1120.1665690448087,176332.30922672115,2324.212009226363,1139225.1880237283,-274.37683,5920.2183,130.40738,500.41647,-6.357468,1342.9838,70.38822,311.4976,13.269664,230.38287,9.47218,155.528,7.7330894,121.50666,-1.2365491,150.25732,-0.5709878,94.17128,-2.2971628,68.86657,3.7794154,76.74092,0.08548226,73.51651,-0.9368573,126.63781,2.2968419,63.148663,4.289634,69.60199,-1.6617897,47.883125,-10.439051,49.103695,-6.7934256,39.414467,-1.0635625,44.236256,-1.5890816,83.50596
25,blues.00025.wav,blues,0.10522955,0.011073261,0.0516973909996133,0.0013392659740276,92.28515625,-6.4227656e-06,0.0067536496,0.08218059,-2.709492e-06,0.0017114019,0.04136909,0.30267525,0.0931873,1109.3207632048684,138690.1460968939,2243.316777842228,838253.6529387314,-249.31532,3977.6575,131.00032,338.24554,0.67786986,1578.9688,66.704155,298.3847,17.911272,183.51115,4.623277,173.19873,6.603809,96.41475,1.2421157,98.26317,1.4099408,75.738655,-1.5849273,91.75964,-0.9725386,101.251884,-3.5726154,85.11508,-2.9297993,86.26875,4.5961614,62.419785,7.480731,91.63826,-0.19306439,100.62007,-2.825915,87.33296,-2.6829553,77.28338,0.74113846,76.024796,-0.52923673,67.64772
26,blues.00026.wav,blues,0.109079435,0.011898315,0.0519726864607501,0.0014868694603387,83.35433467741936,-3.415156e-05,0.008433905,0.0918363,-6.513466e-05,0.0019195939,0.043813225,0.28210393,0.09396311,1198.8570181145506,161946.55516835625,2478.8330644576567,992995.9729777104,-284.64056,6202.5474,108.80131,675.54285,9.085322,1444.9445,51.198055,296.57822,18.071894,210.83524,7.6021533,181.88692,8.755716,122.01363,2.3540907,103.12947,0.0033667993,93.45779,2.2484958,106.085846,4.1991243,84.31745,-3.283063,97.75062,1.6176822,68.57549,2.679472,74.232735,3.3437953,91.85233,3.2793777,115.84882,-4.5331836,137.81163,0.48806825,105.864876,5.9214964,140.58414,3.2215705,169.69243
27,blues.00027.wav,blues,0.10666128,0.011376619,0.0724144129447022,0.0025456868009467,92.28515625,-1.560946e-05,0.0077454303,0.08800812,-9.1091264e-05,0.0015261512,0.03906609,0.29386547,0.09510232,1392.0263573819868,200436.551955456,2811.740048578886,541255.423663085,-228.20981,2813.78,130.32317,689.42084,-23.311424,927.2702,70.20095,397.6454,1.1310546,181.74107,7.584427,154.08311,0.9005107,100.34201,1.9828155,88.28393,-6.1644154,61.85798,-9.382748,86.06395,-2.56378,107.833115,-4.5257525,58.99545,-0.2604645,67.79429,0.17552163,57.042767,-1.522912,79.448074,1.4664073,80.517586,-6.979135,65.05795,-8.328394,91.87449,4.2368064,119.66018,0.98863924,132.0011
28,blues.00028.wav,blues,0.11849111,0.014040142,0.0480199874323279,0.0008165978609675,103.359375,-2.183047e-06,0.008178832,0.0904369,-3.0100618e-05,0.0026274773,0.05125893,0.2773738,0.101448335,1115.5894795563145,105511.55078016053,2290.6881593496228,637990.4068159218,-248.98882,4960.168,139.05774,397.9725,-16.27087,1165.7607,57.137146,329.1937,20.188509,158.22343,10.186956,133.22313,4.5429106,126.33146,0.33107176,118.26378,-7.8745785,69.82374,-3.4545712,68.51031,-2.6574361,79.47989,-2.8329575,66.65289,-0.90465844,95.408035,-2.4093251,55.038513,2.5699363,62.241905,-5.852057,46.437405,-12.404833,55.870274,-7.3133807,37.51279,-0.9378717,48.65181,-2.6867251,86.66318
29,blues.00029.wav,blues,0.14275436,0.02037881,0.0528948696104021,0.0032474412544681,129.19921875,8.1513326e-07,0.016771028,0.129503,4.546324e-06,0.0013200147,0.036332004,0.28865442,0.10343217,1648.8848320568998,712191.5513865656,3760.300128697796,4159729.928493348,-233.72897,3685.9968,101.19028,885.16626,17.647953,375.1974,23.734175,219.077,2.082544,227.48592,25.9364,135.567,-16.956388,339.19635,15.084955,113.550705,-22.273956,98.33264,4.381612,122.683044,-23.201656,167.3735,-6.0505795,81.708855,-5.0679283,80.8433,1.0592706,99.96532,-5.7868657,88.8538,-8.313065,84.22728,-11.38215,98.36215,-6.724382,96.60228,-10.0169525,73.97155,-14.028803,77.853615
30,blues.00030.wav,blues,0.17920266,0.032113586,0.0393661180394431,0.0009455695718301,151.99908088235293,-1.2277101e-06,0.027218932,0.16498162,5.510264e-06,0.0015384594,0.039223205,0.26886657,0.09731127,1379.0236803028324,550970.5458083976,3015.6143507105567,4573708.286561982,-206.93233,2025.0728,117.80414,763.5175,23.241365,281.1403,28.308992,261.2949,-1.126013,194.80252,18.867393,160.91714,-21.973022,212.44698,17.844067,137.30339,-25.595348,200.11937,2.1395233,103.07033,-17.782476,73.11466,-8.011028,60.389973,-17.610441,72.830696,-8.119411,85.99084,-8.629656,115.688644,-15.530965,85.75174,-15.322778,78.077255,-9.662423,97.191475,-10.0919695,55.309418,-17.832165,90.98461
31,blues.00031.wav,blues,0.16172054,0.026153537,0.0429472248404872,0.0010961764349717,151.99908088235293,3.4331433e-07,0.023250263,0.15248038,9.560441e-07,0.0008500974,0.02915643,0.2568124,0.09878436,1330.6062681196108,352248.0681878081,2898.630603338892,3709897.5074145617,-221.87302,2512.0298,110.8554,586.3889,18.636082,190.44044,30.92296,180.49846,3.2964358,221.32793,22.585636,100.604965,-20.40369,318.4722,12.121833,114.503334,-26.332514,109.00269,-4.367301,102.2271,-26.39555,128.8599,-13.04718,107.47272,-12.667626,146.42516,-1.8228295,95.050285,-7.255052,110.84827,-6.6574764,108.96002,-14.686026,103.15434,-11.712328,115.847015,-11.020866,118.50701,-13.38948,98.54089
32,blues.00032.wav,blues,0.11922293,0.01421411,0.0393883984677107,0.003158095633297,143.5546875,-9.8228405e-08,0.012858709,0.11339625,2.7257402e-06,0.00044528866,0.021101868,0.29949015,0.10498239,1309.774651177867,756135.7535281281,2765.2346582257837,4686832.922203278,-288.7327,5319.0356,105.90115,829.6179,18.776207,433.78073,23.682646,342.53232,5.6820407,381.52658,25.54894,164.24428,-13.463247,228.21718,12.437669,125.63249,-11.963671,196.29906,1.5746145,132.29857,-15.640524,126.26147,-6.632071,81.745636,-11.693039,102.44064,-2.926763,105.24514,-7.375716,82.077576,-15.693879,54.50831,-10.976883,61.209698,-10.892728,44.982956,-18.505384,55.872993,-19.104548,75.34568
33,blues.00033.wav,blues,0.14144233,0.02000593,0.0419736834155065,0.0014391371643419,151.99908088235293,-2.1128938e-06,0.016949395,0.13018984,-1.9929907e-06,0.0009969391,0.031574342,0.26607758,0.094949,1430.6028401168037,700821.2373557508,3246.1678418648494,5567256.17164315,-238.96988,3230.6921,108.68232,821.1811,34.158813,279.21472,30.20716,302.70737,-0.4982215,237.4868,27.279755,140.72952,-21.377928,286.72372,14.166391,139.31053,-24.509224,117.44081,-1.8904002,179.17099,-28.051817,127.13948,-11.25711,87.63016,-16.457558,90.876785,-7.6354303,78.98731,-12.788069,63.451366,-15.356443,81.95188,-13.739163,141.08138,-7.4004874,68.75154,-10.083455,70.441414,-13.290667,87.91442
34,blues.00034.wav,blues,0.14734066,0.021709267,0.0457024452581206,0.0006911724510794,184.5703125,-6.19396e-07,0.016845131,0.1297888,2.8180773e-06,0.0017550292,0.04189307,0.2641155,0.10164558,1537.0761622072555,341041.86876671965,3602.40662612384,3714496.069609012,-217.18364,3599.9531,105.78522,533.9499,15.602849,358.40976,25.24884,219.32413,-1.4500508,215.97493,30.19327,117.47158,-17.716621,223.58751,17.319042,126.524956,-27.213606,112.218475,4.3382816,177.22545,-20.0573,115.21863,-10.700285,70.826904,-14.228785,105.002716,-5.1557755,83.000084,-3.4822617,101.27908,-6.1949677,66.54191,-15.323164,116.034874,-6.8316145,93.672966,-9.825101,90.79377,-13.942625,92.79744
